"행정구역별","산업별","조직형태별","항목","단위","2006 년","2007 년","2008 년","2009 년","2010 년","2011 년","2012 년","2013 년","2014 년","2015 년","2016 년","2017 년","2018 년","2019 년","2020 년",
"울산","협회 및 단체, 수리 및 기타 개인 서비스업(94~96)","개인사업체","사업체수[개]","개","6043","6110","6231","6396","6559","6682","6697","6721","6720","6736","6969","7163","7423","7605","7728",
"울산","협회 및 단체, 수리 및 기타 개인 서비스업(94~96)","개인사업체","종사자수[명]","명","10200","10521","10467","10882","11021","11274","11373","11740","11777","11923","12031","11791","12297","12680","11092",
"울산","협회 및 단체, 수리 및 기타 개인 서비스업(94~96)","회사법인","사업체수[개]","개","103","120","126","131","131","127","130","133","128","140","131","126","131","152","158",
"울산","협회 및 단체, 수리 및 기타 개인 서비스업(94~96)","회사법인","종사자수[명]","명","2054","2547","2373","2258","2180","2115","1765","1808","1577","1921","1937","2066","2021","2226","2018",
"울산","협회 및 단체, 수리 및 기타 개인 서비스업(94~96)","회사이외법인","사업체수[개]","개","1196","1227","194","177","147","148","183","195","194","227","257","263","317","330","1316",
"울산","협회 및 단체, 수리 및 기타 개인 서비스업(94~96)","회사이외법인","종사자수[명]","명","2983","3016","835","839","702","742","729","877","1041","840","988","970","1158","1195","2944",
"울산","협회 및 단체, 수리 및 기타 개인 서비스업(94~96)","비법인단체","사업체수[개]","개","3","6","1068","1137","1223","1288","1359","1384","1351","1412","1380","1390","1350","1365","402",
"울산","협회 및 단체, 수리 및 기타 개인 서비스업(94~96)","비법인단체","종사자수[명]","명","13","16","2058","2334","2582","2539","2576","2520","2652","3042","2764","3021","2627","2520","597",
"세종","전체 산업","계","사업체수[개]","개","","","","","","","6640","7468","9124","10480","11853","13668","15871","18041","19821",
"세종","전체 산업","계","종사자수[명]","명","","","","","","","46512","56867","70661","83764","90672","99827","115585","125410","122236",
"세종","전체 산업","개인사업체","사업체수[개]","개","","","","","","","5227","5682","6790","7925","8998","10294","11859","13429","14512",
"세종","전체 산업","개인사업체","종사자수[명]","명","","","","","","","12348","13578","17135","21660","24424","28017","32815","36430","32054",
"세종","전체 산업","회사법인","사업체수[개]","개","","","","","","","775","1068","1515","1629","1814","2136","2570","2994","3344",
"세종","전체 산업","회사법인","종사자수[명]","명","","","","","","","20317","23799","26761","30384","31773","34216","40005","40942","39816",
"세종","전체 산업","회사이외법인","사업체수[개]","개","","","","","","","301","365","464","527","585","662","754","852","1458",
"세종","전체 산업","회사이외법인","종사자수[명]","명","","","","","","","12596","18196","25250","29985","32394","34872","38809","44193","46276",
"세종","전체 산업","비법인단체","사업체수[개]","개","","","","","","","337","353","355","399","456","576","688","766","507",
"세종","전체 산업","비법인단체","종사자수[명]","명","","","","","","","1251","1294","1515","1735","2081","2722","3956","3845","4090",
"세종","농업, 임업 및 어업(01~03)","계","사업체수[개]","개","","","","","","","6","7","6","8","14","9","15","25","41",
"세종","농업, 임업 및 어업(01~03)","계","종사자수[명]","명","","","","","","","52","70","51","92","107","60","70","126","153",
"세종","농업, 임업 및 어업(01~03)","개인사업체","사업체수[개]","개","","","","","","","","","","","","","","","",
"세종","농업, 임업 및 어업(01~03)","개인사업체","종사자수[명]","명","","","","","","","","","","","","","","","",
"세종","농업, 임업 및 어업(01~03)","회사법인","사업체수[개]","개","","","","","","","2","2","2","2","7","1","9","18","34",
"세종","농업, 임업 및 어업(01~03)","회사법인","종사자수[명]","명","","","","","","","X","X","X","X","33","X","24","57","88",
"세종","농업, 임업 및 어업(01~03)","회사이외법인","사업체수[개]","개","","","","","","","2","4","3","6","7","8","6","7","7",
"세종","농업, 임업 및 어업(01~03)","회사이외법인","종사자수[명]","명","","","","","","","X","57","37","84","74","53","46","69","65",
"세종","농업, 임업 및 어업(01~03)","비법인단체","사업체수[개]","개","","","","","","","2","1","1","","","","","","",
"세종","농업, 임업 및 어업(01~03)","비법인단체","종사자수[명]","명","","","","","","","X","X","X","","","","","","",
"세종","광업(05~08)","계","사업체수[개]","개","","","","","","","4","9","10","10","11","9","9","9","8",
"세종","광업(05~08)","계","종사자수[명]","명","","","","","","","56","127","142","135","138","122","116","114","112",
"세종","광업(05~08)","개인사업체","사업체수[개]","개","","","","","","","","","","","","","","","",
"세종","광업(05~08)","개인사업체","종사자수[명]","명","","","","","","","","","","","","","","","",
"세종","광업(05~08)","회사법인","사업체수[개]","개","","","","","","","4","9","10","10","11","9","9","9","8",
"세종","광업(05~08)","회사법인","종사자수[명]","명","","","","","","","56","127","142","135","138","122","116","114","112",
"세종","광업(05~08)","회사이외법인","사업체수[개]","개","","","","","","","","","","","","","","","",
"세종","광업(05~08)","회사이외법인","종사자수[명]","명","","","","","","","","","","","","","","","",
"세종","광업(05~08)","비법인단체","사업체수[개]","개","","","","","","","","","","","","","","","",
"세종","광업(05~08)","비법인단체","종사자수[명]","명","","","","","","","","","","","","","","","",
"세종","제조업(10~34)","계","사업체수[개]","개","","","","","","","703","784","913","988","1015","1093","1233","1300","1372",
"세종","제조업(10~34)","계","종사자수[명]","명","","","","","","","16407","17574","17325","18675","18677","19107","20248","20555","19640",
"세종","제조업(10~34)","개인사업체","사업체수[개]","개","","","","","","","402","441","515","573","575","620","680","710","773",
"세종","제조업(10~34)","개인사업체","종사자수[명]","명","","","","","","","1617","1841","2143","2287","2269","2272","2454","2459","2362",
"세종","제조업(10~34)","회사법인","사업체수[개]","개","","","","","","","291","329","376","394","419","452","527","556","559",
"세종","제조업(10~34)","회사법인","종사자수[명]","명","","","","","","","14672","15592","14991","16210","16206","16617","17557","17822","16945",
"세종","제조업(10~34)","회사이외법인","사업체수[개]","개","","","","","","","9","14","21","20","21","21","26","33","40",
"세종","제조업(10~34)","회사이외법인","종사자수[명]","명","","","","","","","96","141","188","175","202","218","237","263","333",
"세종","제조업(10~34)","비법인단체","사업체수[개]","개","","","","","","","1","","1","1","","","","1","",
"세종","제조업(10~34)","비법인단체","종사자수[명]","명","","","","","","","X","","X","X","","","","X","",
"세종","전기, 가스, 증기 및 공기조절 공급업(35)","계","사업체수[개]","개","","","","","","","3","6","5","5","6","9","14","15","22",
"세종","전기, 가스, 증기 및 공기조절 공급업(35)","계","종사자수[명]","명","","","","","","","63","208","219","212","243","360","483","545","626",
"세종","전기, 가스, 증기 및 공기조절 공급업(35)","개인사업체","사업체수[개]","개","","","","","","","","1","","","","","4","5","10",
"세종","전기, 가스, 증기 및 공기조절 공급업(35)","개인사업체","종사자수[명]","명","","","","","","","","X","","","","","4","7","10",
"세종","전기, 가스, 증기 및 공기조절 공급업(35)","회사법인","사업체수[개]","개","","","","","","","1","2","2","2","3","6","6","6","8",
"세종","전기, 가스, 증기 및 공기조절 공급업(35)","회사법인","종사자수[명]","명","","","","","","","X","X","X","X","138","250","364","414","492",
"세종","전기, 가스, 증기 및 공기조절 공급업(35)","회사이외법인","사업체수[개]","개","","","","","","","2","3","3","3","3","3","4","4","4",
"세종","전기, 가스, 증기 및 공기조절 공급업(35)","회사이외법인","종사자수[명]","명","","","","","","","X","88","102","101","105","110","115","124","124",
"세종","전기, 가스, 증기 및 공기조절 공급업(35)","비법인단체","사업체수[개]","개","","","","","","","","","","","","","","","",
"세종","전기, 가스, 증기 및 공기조절 공급업(35)","비법인단체","종사자수[명]","명","","","","","","","","","","","","","","","",
"세종","수도, 하수 및 폐기물 처리, 원료 재생업(36~39)","계","사업체수[개]","개","","","","","","","25","26","37","39","48","57","64","71","76",
"세종","수도, 하수 및 폐기물 처리, 원료 재생업(36~39)","계","종사자수[명]","명","","","","","","","249","306","340","352","389","459","562","601","660",
"세종","수도, 하수 및 폐기물 처리, 원료 재생업(36~39)","개인사업체","사업체수[개]","개","","","","","","","3","3","10","10","15","15","17","21","25",
"세종","수도, 하수 및 폐기물 처리, 원료 재생업(36~39)","개인사업체","종사자수[명]","명","","","","","","","13","9","27","34","50","52","62","71","55",
"세종","수도, 하수 및 폐기물 처리, 원료 재생업(36~39)","회사법인","사업체수[개]","개","","","","","","","19","20","24","26","30","40","43","45","46",
"세종","수도, 하수 및 폐기물 처리, 원료 재생업(36~39)","회사법인","종사자수[명]","명","","","","","","","187","190","231","293","319","396","479","501","576",
"세종","수도, 하수 및 폐기물 처리, 원료 재생업(36~39)","회사이외법인","사업체수[개]","개","","","","","","","3","3","3","3","3","2","4","5","5",
"세종","수도, 하수 및 폐기물 처리, 원료 재생업(36~39)","회사이외법인","종사자수[명]","명","","","","","","","49","107","82","25","20","X","21","29","29",
"세종","수도, 하수 및 폐기물 처리, 원료 재생업(36~39)","비법인단체","사업체수[개]","개","","","","","","","","","","","","","","","",
"세종","수도, 하수 및 폐기물 처리, 원료 재생업(36~39)","비법인단체","종사자수[명]","명","","","","","","","","","","","","","","","",
